juntar(1870, 2812);
juntar(6874, 9468);
juntar(6194, 5704);
juntar(7819, 7105);
juntar(6929, 8412);
juntar(3452, 1259);
juntar(7283, 3821);
juntar(389, 465);
juntar(1990, 8828);
juntar(8902, 9893);
juntar(5168, 1325);
juntar(9730, 2394);
juntar(6047, 4894);
juntar(5033, 3172);
juntar(703, 5100);
juntar(3553, 7064);
juntar(8545, 9983);
juntar(5008, 294);
juntar(3650, 2782);
juntar(8959, 9157);
juntar(2693, 3256);
juntar(8971, 6567);
juntar(3172, 5033);
juntar(3739, 3637);
juntar(7918, 365);
juntar(3054, 7553);
juntar(4453, 376);
juntar(7949, 8878);
juntar(664, 8441);
juntar(1195, 1111);
juntar(1489, 6685);
juntar(6433, 2866);
juntar(4806, 746);
juntar(1649, 8313);
juntar(8583, 5949);
juntar(5449, 4705);
juntar(5484, 8809);
juntar(2647, 6723);
juntar(5584, 1385);
juntar(9065, 6155);
juntar(2638, 2433);
juntar(4078, 1997);
juntar(4414, 8530);
juntar(3497, 422);
juntar(3031, 385);
juntar(4634, 6299);
juntar(6917, 4391);
juntar(38, 7932);
juntar(2063, 7162);
juntar(6326, 4495);
juntar(6571, 1265);
juntar(9756, 1322);
juntar(9141, 3644);
juntar(776, 1607);
juntar(9106, 4337);
juntar(5616, 4356);
juntar(2921, 2023);
juntar(4211, 7510);
juntar(9555, 4635);
juntar(197, 2012);
juntar(5189, 7832);
juntar(567, 7336);
juntar(5790, 1476);
juntar(9660, 1453);
juntar(4685, 4434);
juntar(4615, 8572);
juntar(1082, 970);
juntar(7139, 6117);
juntar(4649, 7833);
juntar(9529, 8323);
juntar(707, 9711);
juntar(1215, 7650);
juntar(385, 2143);
juntar(5811, 6717);


